val_loss,val_w_mse,train_loss,training_iteration,lr,timestamp,checkpoint_dir_name,done,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7336788046730501,0.37315801614163346,0.821270139333479,1,0.0008057949353105034,1765154116,,False,e5b3e_00164,2025-12-08_00-35-16,12.641262292861938,12.641262292861938,136431,11322cb164e6,172.18.0.2,12.641262292861938,1
0.6464628143545914,0.3266603320673571,0.7349845099569076,2,0.000805729988035726,1765154127,,False,e5b3e_00164,2025-12-08_00-35-27,11.041014671325684,23.682276964187622,136431,11322cb164e6,172.18.0.2,23.682276964187622,2
0.5412115000556112,0.2879094427257395,0.6142958825753059,3,0.0008056217504913486,1765154135,,False,e5b3e_00164,2025-12-08_00-35-35,8.617916822433472,32.300193786621094,136431,11322cb164e6,172.18.0.2,32.300193786621094,3
0.4631816475112434,0.2548942432093555,0.5088776055541168,4,0.0008054702345468379,1765154144,,False,e5b3e_00164,2025-12-08_00-35-44,8.380176305770874,40.68037009239197,136431,11322cb164e6,172.18.0.2,40.68037009239197,4
0.3487172814756904,0.20274594453396702,0.4026224932334823,5,0.0008052754568176245,1765154152,,False,e5b3e_00164,2025-12-08_00-35-52,8.332918643951416,49.013288736343384,136431,11322cb164e6,172.18.0.2,49.013288736343384,5
0.2695895104483451,0.1640010086250861,0.3274435023732473,6,0.0008050374386632815,1765154160,,False,e5b3e_00164,2025-12-08_00-36-00,8.463131189346313,57.4764199256897,136431,11322cb164e6,172.18.0.2,57.4764199256897,6
0.25021071808320733,0.159068748899744,0.27753398550404335,7,0.0008047562061851815,1765154169,,False,e5b3e_00164,2025-12-08_00-36-09,8.708715438842773,66.18513536453247,136431,11322cb164e6,172.18.0.2,66.18513536453247,7
0.21266694564433594,0.13793250582976033,0.24583551126852066,8,0.0008044317902236352,1765154178,,False,e5b3e_00164,2025-12-08_00-36-18,8.545092344284058,74.73022770881653,136431,11322cb164e6,172.18.0.2,74.73022770881653,8
0.19885597989589684,0.13311691408878162,0.22612731309652764,9,0.0008040642263545084,1765154189,,False,e5b3e_00164,2025-12-08_00-36-29,10.767248153686523,85.49747586250305,136431,11322cb164e6,172.18.0.2,85.49747586250305,9
0.18808331305137282,0.12550065092660717,0.21396063314005562,10,0.0008036535548853217,1765154199,,False,e5b3e_00164,2025-12-08_00-36-39,10.71198034286499,96.20945620536804,136431,11322cb164e6,172.18.0.2,96.20945620536804,10
0.18233589783065715,0.12427913452033805,0.19795153385592915,11,0.0008031998208508292,1765154208,,False,e5b3e_00164,2025-12-08_00-36-48,8.461002349853516,104.67045855522156,136431,11322cb164e6,172.18.0.2,104.67045855522156,11
0.16855071290265053,0.11350507561587328,0.18926893382290208,12,0.0008027030740080813,1765154216,,False,e5b3e_00164,2025-12-08_00-36-56,8.507980585098267,113.17843914031982,136431,11322cb164e6,172.18.0.2,113.17843914031982,12
0.16270147770016677,0.1143570434799251,0.18278374076809412,13,0.0008021633688309667,1765154226,,False,e5b3e_00164,2025-12-08_00-37-06,10.256802558898926,123.43524169921875,136431,11322cb164e6,172.18.0.2,123.43524169921875,13
0.15998255265995834,0.11304379524952533,0.17467442568635144,14,0.0008015807645042403,1765154235,,False,e5b3e_00164,2025-12-08_00-37-15,8.592289686203003,132.02753138542175,136431,11322cb164e6,172.18.0.2,132.02753138542175,14
0.14881762788653155,0.1053844543797061,0.1661846244160067,15,0.0008009553249170317,1765154244,,False,e5b3e_00164,2025-12-08_00-37-24,8.50903582572937,140.53656721115112,136431,11322cb164e6,172.18.0.2,140.53656721115112,15
0.1435417770740101,0.10106828465880707,0.163375528700476,16,0.0008002871186558397,1765154252,,False,e5b3e_00164,2025-12-08_00-37-32,8.497324466705322,149.03389167785645,136431,11322cb164e6,172.18.0.2,149.03389167785645,16
0.14334362544378154,0.10398427281916904,0.15814870515021495,17,0.0007995762189970108,1765154261,,False,e5b3e_00164,2025-12-08_00-37-41,8.573736429214478,157.60762810707092,136431,11322cb164e6,172.18.0.2,157.60762810707092,17
0.1337518031339432,0.09876573187940953,0.1519876434516705,18,0.0007988227038987041,1765154269,,False,e5b3e_00164,2025-12-08_00-37-49,8.627997398376465,166.2356255054474,136431,11322cb164e6,172.18.0.2,166.2356255054474,18
0.14104238386100781,0.10108778545363947,0.15122231662232527,19,0.000798026655992341,1765154278,,False,e5b3e_00164,2025-12-08_00-37-58,9.058746576309204,175.2943720817566,136431,11322cb164e6,172.18.0.2,175.2943720817566,19
0.13630989555548706,0.10115342729910527,0.13966709668873706,20,0.0007971881625735453,1765154287,,False,e5b3e_00164,2025-12-08_00-38-07,8.53517746925354,183.82954955101013,136431,11322cb164e6,172.18.0.2,183.82954955101013,20
0.13906222662907197,0.10561885885124724,0.14240028475810254,21,0.0007963073155925693,1765154296,,False,e5b3e_00164,2025-12-08_00-38-16,8.595158338546753,192.42470788955688,136431,11322cb164e6,172.18.0.2,192.42470788955688,21
0.13030045505415586,0.09888432321004174,0.13846245929632875,22,0.0007953842116442107,1765154304,,False,e5b3e_00164,2025-12-08_00-38-24,8.651636123657227,201.0763440132141,136431,11322cb164e6,172.18.0.2,201.0763440132141,22
0.13207434435839846,0.10014927752275135,0.13546359867869337,23,0.0007944189519572199,1765154313,,False,e5b3e_00164,2025-12-08_00-38-33,8.69950556755066,209.77584958076477,136431,11322cb164e6,172.18.0.2,209.77584958076477,23
0.12415445886443367,0.0967136274246836,0.13116048782498366,24,0.0007934116423831991,1765154321,,False,e5b3e_00164,2025-12-08_00-38-41,8.517378568649292,218.29322814941406,136431,11322cb164e6,172.18.0.2,218.29322814941406,24
0.1229317903287123,0.09368057078060436,0.13249650906991156,25,0.0007923623933849943,1765154332,,False,e5b3e_00164,2025-12-08_00-38-52,11.059256076812744,229.3524842262268,136431,11322cb164e6,172.18.0.2,229.3524842262268,25
0.12647025025972392,0.09931221819385695,0.12766494008166962,26,0.0007912713200245822,1765154342,,False,e5b3e_00164,2025-12-08_00-39-02,9.566614389419556,238.91909861564636,136431,11322cb164e6,172.18.0.2,238.91909861564636,26
0.117820554904953,0.09026322905757418,0.12536899514571276,27,0.0007901385419504521,1765154351,,False,e5b3e_00164,2025-12-08_00-39-11,9.218010902404785,248.13710951805115,136431,11322cb164e6,172.18.0.2,248.13710951805115,27
0.11506601637552817,0.08954982192747608,0.12083627712398863,28,0.000788964183384485,1765154360,,False,e5b3e_00164,2025-12-08_00-39-20,8.595227003097534,256.7323365211487,136431,11322cb164e6,172.18.0.2,256.7323365211487,28
0.12714244113720857,0.10218517409920203,0.10958067393232739,29,0.0007877483731083315,1765154369,,False,e5b3e_00164,2025-12-08_00-39-29,8.784746646881104,265.5170831680298,136431,11322cb164e6,172.18.0.2,265.5170831680298,29
0.108565092611193,0.08405805397199866,0.11778620450881365,30,0.0007864912444492893,1765154378,,False,e5b3e_00164,2025-12-08_00-39-38,8.964123725891113,274.4812068939209,136431,11322cb164e6,172.18.0.2,274.4812068939209,30
0.11143504661700299,0.08730308224755243,0.11561701015050165,31,0.0007851929352656824,1765154386,,False,e5b3e_00164,2025-12-08_00-39-46,8.848758220672607,283.3299651145935,136431,11322cb164e6,172.18.0.2,283.3299651145935,31
0.11007234371749094,0.08654108814302648,0.10975594513772365,32,0.0007838535879317435,1765154396,,False,e5b3e_00164,2025-12-08_00-39-56,9.689897060394287,293.0198621749878,136431,11322cb164e6,172.18.0.2,293.0198621749878,32
0.12218586099717146,0.0918465336032171,0.11491842916943082,33,0.0007824733493220007,1765154405,,False,e5b3e_00164,2025-12-08_00-40-05,8.747617959976196,301.767480134964,136431,11322cb164e6,172.18.0.2,301.767480134964,33
0.11924606065863447,0.09672092861398864,0.10680369489239022,34,0.0007810523707951715,1765154413,,False,e5b3e_00164,2025-12-08_00-40-13,8.501416444778442,310.26889657974243,136431,11322cb164e6,172.18.0.2,310.26889657974243,34
0.10927973672665887,0.08431510061836058,0.10734115403688929,35,0.0007795908081775643,1765154422,,False,e5b3e_00164,2025-12-08_00-40-22,8.494990110397339,318.76388669013977,136431,11322cb164e6,172.18.0.2,318.76388669013977,35
0.11004939174766515,0.08607142896032202,0.10427990716391902,36,0.0007780888217459906,1765154430,,False,e5b3e_00164,2025-12-08_00-40-30,8.525912761688232,327.289799451828,136431,11322cb164e6,172.18.0.2,327.289799451828,36
0.11103653162036779,0.09134108265538375,0.10321589968638656,37,0.0007765465762101884,1765154439,,False,e5b3e_00164,2025-12-08_00-40-39,8.555163621902466,335.84496307373047,136431,11322cb164e6,172.18.0.2,335.84496307373047,37
